cluster_id,manufacturer_candidate,decision,reason_code,evidence,retry_condition
pkcell:6NIMH,PKCELL,hold,primary_source_required,Six-cell AA assembly requires verified wiring and exact pack identity,Obtain PKCELL pack datasheet.
pkcell:AA6V,PKCELL,hold,primary_source_required,Five-cell AA assembly requires verified wiring and exact pack identity,Obtain PKCELL pack datasheet.
pkcell:AAR06,PKCELL,hold,voltage_architecture_conflict,Three records are grouped as AA/R06 but representative raw name combines ten Ni-MH cells with 2800mAh and 12V; that may be a pack rather than one AA cell.,"Exact PKCELL pack datasheet with cell count, wiring, voltage and SKU for every member."
pkcell:AAА1,PKCELL,hold,primary_source_required,Imported model text is encoding-damaged and lacks an exact PKCELL part number,Normalize source identity and obtain official product page.
pkcell:BL10,PKCELL,hold,cluster_model_collision,"The cluster key BL10 is packaging, while its members are AG1, AG4 and AG6. An official generic catalogue must not be used to merge three different button-cell models.",Split to the three exact model records and locate an official PKCELL page/datasheet for each model.
pkcell:ER14505,PKCELL,hold,variant_or_bundle_ambiguous,Three members share ER14505; name-only evidence cannot prove lead/connector/package variants are identical.,Exact PKCELL ER14505 datasheet plus suffix/lead identifiers for each member.
pkcell:ER18505,PKCELL,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact PKCELL ER18505 datasheet matching XHR-2P connector variant.
pkcell:ER26500,PKCELL,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact PKCELL ER26500 datasheet matching Dubon 2P connector variant.
pkcell:ER34615,PKCELL,hold,variant_or_bundle_ambiguous,Two ER34615 records are grouped by generic model; name-only evidence cannot prove identical lead/connector configurations.,Exact PKCELL ER34615 datasheet and per-member variant identifiers.
pkcell:IRC14500AX,PKCELL,hold,primary_source_required,Official page is for INR14500 while imported item is IRC14500-AX; the exact chemistry/suffix identity is not proven || https://www.pkcell.com/product/icr14500-800mah-li-ion-battery/,Obtain PKCELL IRC14500-AX product page or datasheet before reusing any model facts.
pkcell:АККУМУЛЯТОР9V,PKCELL,hold,primary_source_required,Imported model text is encoding-damaged and no exact official product page was identified,Normalize source identity and obtain official product page.
robiton:1500MH23A,Robiton,hold,assembled_pack_unverified,The raw name is an 8-cell 9.6 V assembly; a cell model source cannot establish its assembly topology.,Official Robiton page or assembly datasheet naming 8*1500MH2/3A 9.6V.
robiton:1800MH45A2,Robiton,hold,exact_model_unverified,"The primary catalogue lists 1800MHAA, not the distinct 1800MH4/5A model.",Official Robiton product page or datasheet for 1800MH4/5A.
robiton:200MH9,Robiton,hold,exact_model_unverified,No exact official Robiton source was located for 200MH9.,Official Robiton product page or datasheet for 200MH9.
robiton:2850MHA,Robiton,hold,model_name_conflict,"Official ROBITON catalogue lists 2850MHAA, while the source record says 2850MHA. The spelling must not be silently corrected.",Exact official ROBITON record or label mapping 2850MHA to a current SKU.
robiton:2LP103450,Robiton,hold,assembled_pack_unverified,The raw name specifies a 2-cell 7.4 V Li-Po assembly; source for an individual cell would not establish the assembly.,Official Robiton product page or assembly datasheet for 2LP103450.
robiton:330BVH,Robiton,hold,exact_model_unverified,No exact official Robiton source was located for 330BVH.,Official Robiton product page or datasheet for 330BVH.
robiton:3RTU5000MHD,Robiton,hold,assembled_pack_unverified,The raw name specifies a 3.6 V C-size assembly; no exact manufacturer assembly source was located.,Official Robiton product page or assembly datasheet for 3RTU5000MHD.
robiton:400MHAAA,Robiton,hold,assembled_pack_unverified,The raw name specifies a 2-cell 2.4 V pack. A cell-family source cannot establish its assembly.,Official Robiton page or assembly datasheet for 2*400MHAAA 2.4V.
robiton:4500MHC2,Robiton,hold,primary_source_required,No exact current official ROBITON source for 4500MHC-2 was located.,"Official ROBITON 4500MHC-2 data sheet, including 4-cell pack configuration."
robiton:6F22,Robiton,hold,series_unverified,The raw name says only ROBITON 6F22; the official page found is specifically the PLUS series. Series must not be inferred.,Exact official ROBITON page/SKU for this 6F22 record.
robiton:900MHAAA,Robiton,hold,assembled_pack_unverified,The raw name specifies a 4.8 V pack for BT06K; a 900MHAAA cell source cannot establish its assembly or compatibility.,Official Robiton page or assembly datasheet for the 4.8V BT06K pack.
robiton:9V80,Robiton,hold,manufacturer_model_unverified,Raw name combines a 9V80 charger label and FAST variant; exact manufacturer page/model mapping is not recorded.,Exact Robiton manufacturer page or datasheet for the full 9V80 FAST designation.
robiton:AA2500МВТЧ,Robiton,hold,exact_model_unverified,No exact official Robiton source was located for 2500NZAA-2 Ni-Zn.,Official Robiton product page or datasheet for 2500NZAA-2.
robiton:BL10,Robiton,hold,package_cluster_collision,BL10 is a package marker; this cluster must be split to exact cell models before applying a source.,Exact source and normalized model for each BL10 member.
robiton:BL1КИТАЙ,Robiton,hold,manufacturer_model_unverified,Model candidate BL1/Китай is packaging/origin text; it cannot establish a product identity for VolumeCharger C8.,Exact Robiton VolumeCharger C8 source with full SKU and pack configuration.
robiton:CHARGER5W,Robiton,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Robiton Charger5W source including electrical/output specification.
robiton:CR2032,Robiton,hold,exact_variant_unverified,The record specifies a CR2032 HP2M1 with leads; the official catalogue alone does not verify the lead assembly. || The record specifies a CR2032 BULK25 package; no exact official Robiton page was located for this package variant.,Official Robiton page or datasheet naming CR2032 HP2M1 with its terminal configuration. || Official Robiton CR2032 BULK25 page or catalogue listing.
robiton:CR2354,Robiton,hold,exact_sku_unverified,No exact official Robiton page was located for PROFI R-CR2354-BL1.,Official Robiton product page or data sheet for R-CR2354-BL1.
robiton:DECTT2363XAA,Robiton,hold,assembly_or_terminal_variant_unverified,"Raw item carries a pack, terminal or protection execution; the official category catalogue is insufficient to establish it.",Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:EN3000S,Robiton,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Robiton EN3000S source matching the 3000mA variant.
robiton:EN3000S524,Robiton,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Robiton EN3000S/5-24 source including voltage range.
robiton:ER14250DP,Robiton,hold,assembly_connector_unverified,ER14250-DP includes a connector/assembly suffix that cannot be inferred from a cell-family source.,Official Robiton page or assembly data sheet for ER14250-DP PK1.
robiton:ER14505BOX20,Robiton,hold,exact_package_unverified,No exact official Robiton evidence was located for ER14505 BOX20.,Official Robiton ER14505 BOX20 page or catalogue entry.
robiton:ER14505MSR2,Robiton,hold,exact_sku_unverified,No exact official Robiton evidence was located for ER14505M-SR2.,Official Robiton product page or data sheet for ER14505M-SR2.
robiton:ER18505SR2,Robiton,hold,exact_sku_unverified,No exact official Robiton evidence was located for ER18505-SR2.,Official Robiton product page or data sheet for ER18505-SR2.
robiton:ER34615SR2,Robiton,hold,exact_sku_unverified,No exact official Robiton evidence was located for ER34615-SR2.,Official Robiton product page or data sheet for ER34615-SR2.
robiton:ER9VSR,Robiton,hold,exact_sku_unverified,No exact official Robiton evidence was located for ER9V-SR.,Official Robiton product page or data sheet for ER9V-SR.
robiton:HOBBYCHARGER02,Robiton,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Robiton HobbyCharger02 manufacturer source.
robiton:IR99W,Robiton,hold,variant_or_bundle_ambiguous,Two members share IR9-9W but raw text contains a connector/polarity notation; name-only evidence cannot prove both are the same electrical/plug variant.,Exact Robiton IR9-9W source and connector/polarity identifier for each member.
robiton:LAC6121000,Robiton,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Robiton LAC612-1000 charger source.
robiton:LI10440,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:LI186NP2600FPK,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:LI3018650,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:LIR9V650,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:LP402025,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:LP402030,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:LP443442,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:LP502030,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:LP502035,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:LP502540,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:LP602035,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:LP603030,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:LP724373,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:LR41,Robiton,hold,exact_variant_unverified,The raw name is STANDARD R-AG3-0-BL5 / AG3-LR41; no exact official current product page was located in this pass.,Official Robiton page for STANDARD AG3/LR41 BL5.
robiton:MASTERCHARGER2BPRO,Robiton,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Robiton MasterCharger 2B/Pro source.
robiton:MASTERCHARGER2Н,Robiton,hold,manufacturer_model_unverified,Raw name uses Cyrillic '2Н' while product-like suffix says Pro; this may be a transcription/variant ambiguity.,Exact Robiton source that confirms the intended model spelling and Pro variant.
robiton:MASTERCHARGER4T5,Robiton,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Robiton MasterCharger 4T5 Pro source.
robiton:PLUSRR03SR4,Robiton,hold,exact_sku_unverified,"The official catalogue establishes the PLUS R03 family, not the exact R-R03-SR4 SKU and its package.",Official Robiton page or catalogue listing for PLUS R-R03-SR4.
robiton:PLUSRR14SR2,Robiton,hold,exact_sku_unverified,"The official catalogue establishes the PLUS R14 family, not the exact R-R14-SR2 SKU and its package.",Official Robiton page or catalogue listing for PLUS R-R14-SR2.
robiton:PLUSRR20SR2,Robiton,hold,exact_sku_unverified,"The official catalogue establishes the PLUS R20 family, not the exact R-R20-SR2 SKU and its package.",Official Robiton page or catalogue listing for PLUS R-R20-SR2.
robiton:PLUSRR6SR4,Robiton,hold,exact_sku_unverified,"The official catalogue establishes the PLUS R6 family, not the exact R-R6-SR4 SKU and its package.",Official Robiton page or catalogue listing for PLUS R-R6-SR4.
robiton:R3R12SR1,Robiton,hold,exact_sku_unverified,"Official ROBITON catalogue establishes a PLUS 3R12 family, but this pass did not locate the exact R-3R12-SR1/SR1 SKU page.",Official ROBITON product page or current catalogue entry for R-3R12-SR1.
robiton:RTU2600MHAA2,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:RTU270MH1,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:RTU270MHBULK,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:RTU7000MHD,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:RTU950MHAAA2,Robiton,hold,exact_primary_source_required,No exact official ROBITON product page or datasheet was located for this model in this research pass.,Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:SMART4,Robiton,hold,variant_or_bundle_ambiguous,"Four members share Smart4; representative adds 9V kit and mains adapter, so generic name cannot safely merge the records.",Exact Robiton Smart4 manufacturer page and per-member kit/SKU identifiers.
robiton:STANDARTRLR10BL5,Robiton,hold,exact_sku_unverified,No exact official Robiton page was located for STANDARD R-LR10-BL5.,Official Robiton product page or catalogue listing for STANDARD R-LR10-BL5.
robiton:TABLET2000,Robiton,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Robiton Tablet2000 source including output/plug variant.
robiton:USB1000AUTO,Robiton,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Robiton USB1000/Auto S source.
robiton:USB2100,Robiton,hold,manufacturer_model_unverified,Raw model 'USB 2100' is insufficient to identify port count/output/plug configuration.,Exact Robiton USB 2100 source with full SKU and electrical specification.
robiton:VRLA40,Robiton,hold,assembly_or_terminal_variant_unverified,"Raw item carries a pack, terminal or protection execution; the official category catalogue is insufficient to establish it.",Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:VRLA409,Robiton,hold,assembly_or_terminal_variant_unverified,"Raw item carries a pack, terminal or protection execution; the official category catalogue is insufficient to establish it.",Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:VRLA43,Robiton,hold,assembly_or_terminal_variant_unverified,"Raw item carries a pack, terminal or protection execution; the official category catalogue is insufficient to establish it.",Exact official ROBITON product page or datasheet matching the full model and variant.
robiton:WINNERRFR6BL2,Robiton,hold,exact_sku_unverified,"The official catalogue establishes the WINNER FR6 family, not the exact R-FR6-BL2 SKU and its package.",Official Robiton page or catalogue listing for WINNER R-FR6-BL2.
robiton:WINNERRFR6SR2,Robiton,hold,exact_sku_unverified,"The official catalogue establishes the WINNER FR6 family, not the exact R-FR6-SR2 SKU and its package.",Official Robiton page or catalogue listing for WINNER R-FR6-SR2.
robiton:АДАПТОРОМ2,Robiton,hold,manufacturer_model_unverified,Model candidate is parsed from accessory text ('adapter 2.1A') rather than a manufacturer SKU.,Exact Robiton VolumeCharger LCD source with full SKU and included adapter specification.
robiton:ЗАЩИТОЙBL1,Robiton,hold,model_candidate_not_sku,"Candidate is an attribute/package phrase, not a ROBITON manufacturer SKU; no exact product identity can be established.",Exact official ROBITON product page or datasheet matching the full model and variant.
saft:4VREC,Saft,hold,pack_configuration_unverified,4 VREC 2300 CFG is a multi-cell Ni-Cd configuration without official pack drawing.,Official Saft configuration sheet naming 4 VREC 2300 CFG.
saft:ABB3HAC168311,Saft,hold,pack_configuration_unverified,"ABB 3HAC16831-1 is a 10.8V pack designation, not a standalone Saft cell model; no primary pack BOM is recorded.","ABB or Saft primary pack documentation identifying chemistry, cells, wiring and connector."
saft:ER6V,Saft,hold,connector_variant_unverified,"Raw name maps ER6V AA to LS14500 with connector. The Saft LS14500 datasheet confirms only model-core cell facts, not a connector assembly.",Exact Saft connector/assembly drawing or OEM pack BOM.
saft:G0621,Saft,hold,manufacturer_model_unverified,No exact current Saft manufacturer-primary datasheet for G 06/2.1 was located in this research wave.,Exact Saft G 06/2.1 primary technical datasheet.
saft:HR2343,Saft,hold,pack_configuration_unverified,Raw record is a five-cell Ni-MH pack with FT execution. No official Saft pack drawing/BOM was located.,Official Saft pack documentation for 5x VH Cs 3200 XL /FT.
saft:KR2343,Saft,hold,pack_configuration_unverified,Raw record is a five-cell Ni-Cd pack with FT execution. No official Saft pack drawing/BOM was located.,Official Saft pack documentation for 5x VRE Cs 1800 /FT.
saft:LS14250,Saft,hold,connector_variant_unverified,Representative name specifies LS 14250 CNR. Model-core certification is insufficient to assert CNR lead/connector configuration for four records.,Exact Saft LS 14250 CNR drawing and per-record variant identifiers.
saft:LS14250СNA,Saft,hold,pack_configuration_unverified,Raw name identifies LS 14250 CNA as a 25-unit kit; manufacturer cell data does not verify kit SKU or constituent execution.,Exact Saft CNA package/kit specification and per-record SKU evidence.
saft:LS14500,Saft,hold,terminal_variant_unverified,Raw name contains FLE suffix; the exact Saft base-cell datasheet does not prove this terminal execution.,Exact Saft LS14500 FLE drawing or product specification.
saft:LS14500СNAПРОИЗВОДСТВО,Saft,hold,pack_configuration_unverified,Raw name contains CNA suffix; exact Saft LS14500 base-cell facts cannot prove a CNA configuration.,Exact Saft LS14500 CNA product specification.
saft:LS26500FLE,Saft,hold,exact_suffix_unverified,The official Saft source found validates LS26500 model core but not the FLE terminal suffix.,Official Saft page/datasheet identifying LS26500FLE terminal configuration.
saft:LS33600,Saft,hold,terminal_variant_unverified,Representative name is LS 33600 B; base-cell model documentation does not prove B terminal execution for either member.,Exact Saft LS33600 B drawing and per-record variant identifiers.
saft:LSH20,Saft,hold,variant_or_bundle_ambiguous,Raw record explicitly says a four-unit LSH20 assembly; a cell-level source alone would not prove the assembly configuration.,Exact SAFT assembly source or BOM that identifies four LSH20 cells and connections.
saft:R88ABAT01G,Saft,hold,compatible_equipment_variant_unverified,R88A-BAT01G is an equipment-specific designation; the text's LS14505 mapping is not an official Saft identity proof.,Official Saft or equipment-maker cross-reference naming R88A-BAT01G and exact Saft SKU.
saft:VL34480,Saft,hold,primary_source_required,No exact official Saft source for VL34480 5A was located.,Official Saft VL34480 5A datasheet.
saft:VREC2300,Saft,hold,pack_configuration_unverified,5 VREC 2300 CFG is a multi-cell Ni-Cd configuration without official pack drawing.,Official Saft configuration sheet naming 5 VREC 2300 CFG.
tekcell:6ES79711AA000AA0,Tekcell,hold,third_party_pack_identity,Raw item is a Siemens 6ES7971-1AA00-0AA0 backup battery pack while the Tekcell source only provides a brand candidate; no manufacturer-primary Tekcell/Vitzrocell source establishes the complete Siemens pack.,Exact manufacturer pack BOM or Siemens primary documentation that identifies the installed cell manufacturer and pack configuration.
tekcell:BSL2,Tekcell,hold,manufacturer_model_unverified,"Representative text names SB CO2 TC with BSL-2 connector, while parsed model is BSL-2; connector text is not a product model.",Exact Tekcell manufacturer source matching SB CO2 TC and BSL-2 connector configuration.
tekcell:CR17450,Tekcell,hold,variant_or_bundle_ambiguous,Four members share CR17450 but representative says a two-cell/connector assembly; generic chemistry size cannot prove identical assemblies.,Exact Tekcell assembly source and per-member connector/BOM identifiers.
tekcell:ER14250,Tekcell,hold,variant_unverified,The raw record includes PK1 and 1200mAh; no official Tekcell page/datasheet was located for the exact item and variant.,Official Tekcell ER14250 data sheet and PK1 variant evidence.
tekcell:SBAA02AX,Tekcell,hold,terminal_variant_unverified,"Vitzrocell confirms SB-AA02 model-core facts and lists AX as an available terminal family, but does not identify the exact AX execution in this record.",Exact Vitzrocell/TEKCELL document for SB-AA02AX terminal and lead configuration.
tekcell:SBAA11AX,Tekcell,hold,terminal_variant_unverified,"Vitzrocell confirms SB-AA11 model-core facts and lists AX as an available terminal family, but does not identify the exact AX execution in this record.",Exact Vitzrocell/TEKCELL document for SB-AA11AX terminal and lead configuration.
tekcell:SBAA11P,Tekcell,hold,terminal_variant_unverified,The suffix P is an execution signal; the manufacturer page establishes only the SB-AA11 model core.,Exact Vitzrocell/TEKCELL document for SB-AA11P execution.
tekcell:SBAA11TC,Tekcell,hold,terminal_variant_unverified,The TC suffix is an execution signal; the manufacturer page establishes only the SB-AA11 model core.,Exact Vitzrocell/TEKCELL document for SB-AA11TC execution.
tekcell:SBC02,Tekcell,hold,lead_variant_unverified,Both records explicitly say 'with leads'; the manufacturer-primary SB-C02 page establishes base-cell facts but not the lead/connector configuration of either member.,Exact Vitzrocell/TEKCELL lead/connector drawing for each SB-C02 record.
tekcell:SBCO2,Tekcell,hold,primary_source_required,Wave 119 final cluster input has name-only identity and requires official manufacturer evidence.,Exact Tekcell SB CO2 TC source matching CNR lead variant.
tekcell:SBD02,Tekcell,hold,lead_variant_unverified,Raw name explicitly says 'with leads'; the manufacturer-primary SB-D02 page establishes base-cell facts but not the lead/connector configuration.,Exact Vitzrocell/TEKCELL lead/connector drawing for this SB-D02 record.
tekcell:SBD02AX,Tekcell,hold,terminal_variant_unverified,AX is a terminal execution signal; no exact manufacturer-primary document for SB-D02AX is recorded.,Exact Vitzrocell/TEKCELL document for SB-D02AX terminal and lead configuration.
tekcell:SWC01,Tekcell,hold,manufacturer_model_unverified,No current manufacturer-primary Vitzrocell/TEKCELL page for exact SW-C01 was located; reseller material is not sufficient under this wave's source rule.,Exact Vitzrocell/TEKCELL SW-C01 primary datasheet.
tekcell:АА1SКИТАЙ,Tekcell,hold,pack_configuration_unverified,"Raw name describes SB-AA11-2P pack; a base-cell source cannot prove the two-cell wiring, connector, polarity or capacity of the pack.",Exact Vitzrocell/TEKCELL pack drawing or BOM for SB-AA11-2P.
tekcell:СR174503V,Tekcell,hold,primary_source_required,No exact TEKCELL/Vitzrocell primary source for CR17450-3V was located.,Official TEKCELL/Vitzrocell CR17450-3V datasheet.
ventura:GPL1220,Ventura,hold,discontinued_or_unlisted_model,"Wave 119 primary-source research: current official Ventura GPL support/catalogue lists GPL 12-15 and GPL 12-26 but not GPL12-20 (https://ventura-battery.ru/podderzhka/). It may be old, renamed, or a transcription; no exact source is recorded.",Exact Ventura historical datasheet/catalogue or a manufacturer supersession notice for GPL12-20.
ventura:GPL129,Ventura,hold,exact_model_unlisted,Official Ventura support index does not list GPL 12-9; no exact data sheet was located.,Official Ventura GPL 12-9 datasheet or supersession notice.
xeno:XLP050FAX,Xeno,hold,primary_source_required,No official Xeno manufacturer page/datasheet was located for exact XLP-050F/AX.,Official Xeno XLP-050F/AX data sheet including AX terminal configuration.
